id,rel_output,rel_type
trm_4a3fd79d0b802,trm_4a3fd79d0b802,isSelf
trm_4a3fd79d0b802,ctp_C6,inCategory
trm_4a3fd79d0b802,trm_4a3fd79d0a775,hasKind
trm_4a3fd79d0b802,trm_4a3fd79d0b89e,hasKind
trm_4a3fd79d0b802,trm_4a3fd79d0aeb6,hasPart
trm_4a3fd79d0b802,trm_52b5f1ef4f9cc,hasPart
trm_4a3fd79d0b802,trm_4a3fd79d0a769,isPartOf
trm_4a3fd79d0a78d,trm_4a3fd79d0a78d,isSelf
trm_4a3fd79d0a78d,ctp_C6,inCategory
trm_4a3fd79d0a78d,trm_4a3fd79d0b86e,hasPart
trm_4a3fd79d0a78d,trm_4a3fd79d0a769,isPartOf
trm_502bdc6bdaa2b,trm_502bdc6bdaa2b,isSelf
trm_502bdc6bdaa2b,trm_4a3fd79d0a116,hasPart
trm_502bdc6bdaa2b,trm_4a3fd79d0b492,isKindOf
trm_502bdc6bdaa2b,trm_4a3fd79d0b4b5,isPartOf
trm_4a3fd79d0a7bb,trm_4a3fd79d0a7bb,isSelf
trm_4a3fd79d0a7bb,ctp_C5,inCategory
trm_4a3fd79d0a7bb,trm_557b4993a0fdd,hasKind
trm_4a3fd79d0a7bb,trm_4a3fd79d0affd,hasKind
trm_4a3fd79d0a7bb,trm_4a3fd79d0a460,hasKind
trm_4a3fd79d0a7bb,trm_4a3fd79d0b0a6,hasKind
trm_4a3fd79d0a7bb,trm_4a3fd79d0b130,hasKind
trm_4a3fd79d0a7bb,trm_4a3fd79d0a275,hasKind
trm_4a3fd79d0a7bb,trm_565bce2791089,hasKind
trm_55b6b92c1fd76,trm_55b6b92c1fd76,isSelf
trm_55b6b92c1fd76,trm_557b4a7315f1b,isKindOf
trm_558c7b707f606,trm_558c7b707f606,isSelf
trm_558c7b707f606,trm_557b4a7315f1b,isKindOf
trm_55b6b96e77df6,trm_55b6b96e77df6,isSelf
trm_55b6b96e77df6,trm_557b4a7315f1b,isKindOf
trm_4a3fd79d0a7c7,trm_4a3fd79d0a7c7,isSelf
trm_4a3fd79d0a7c7,ctp_C6,inCategory
trm_523c7ba79c2f1,trm_523c7ba79c2f1,isSelf
trm_502c343d20523,trm_502c343d20523,isSelf
trm_502c343d20523,trm_4a3fd79d0a7ec,isPartOf
trm_4a3fd79d0b80f,trm_4a3fd79d0b80f,isSelf
trm_4a3fd79d0b80f,ctp_C6,inCategory
trm_4a3fd79d0b81b,trm_4a3fd79d0b81b,isSelf
trm_4a3fd79d0b81b,ctp_C6,inCategory
trm_4a3fd79d0a7d4,trm_4a3fd79d0a7d4,isSelf
trm_4a3fd79d0a7d4,ctp_C6,inCategory
trm_4a3fd79d0a7d4,trm_4a3fd79d0b8e5,isKindOf
trm_4a3fd79d0b826,trm_4a3fd79d0b826,isSelf
trm_4a3fd79d0b826,ctp_C6,inCategory
trm_4a3fd79d0b826,trm_4a3fd79d0a7e0,hasKind
trm_4a3fd79d0b826,trm_4a3fd79d09a84,hasPart
trm_4a3fd79d0b826,trm_4a3fd79d0a769,isPartOf
trm_4a3fd79d0b826,trm_4a3fd79d0b89e,isPartOf
trm_4a3fd79d0a7e0,trm_4a3fd79d0a7e0,isSelf
trm_4a3fd79d0a7e0,ctp_C6,inCategory
trm_4a3fd79d0a7e0,trm_4a3fd79d0b826,isKindOf
trm_4a3fd79d0a7e0,trm_4a3fd79d0af94,isKindOf
trm_4a3fd79d0a7ec,trm_4a3fd79d0a7ec,isSelf
trm_4a3fd79d0a7ec,ctp_C6,inCategory
trm_4a3fd79d0a7ec,trm_4a3fd79d0aad4,hasKind
trm_4a3fd79d0a7ec,trm_502c343d20523,hasPart
trm_4a3fd79d0a7ec,trm_4a3fd79d0a769,isPartOf
trm_50f3c0af04e37,trm_50f3c0af04e37,isSelf
trm_551f0f822d95e,trm_551f0f822d95e,isSelf
trm_551f0f822d95e,trm_4a3fd79d0b5a7,isPartOf
trm_4a3fd79d0a7f8,trm_4a3fd79d0a7f8,isSelf
trm_4a3fd79d0a7f8,ctp_C6,inCategory
trm_4a3fd79d0a803,trm_4a3fd79d0a803,isSelf
trm_4a3fd79d0a803,trm_4a3fd79d09a10,isKindOf
trm_5521a0512df9a,trm_5521a0512df9a,isSelf
trm_5521a0512df9a,ctp_C1,inCategory
trm_5521a0512df9a,trm_5519bb7767d98,hasKind
trm_5521a0512df9a,trm_4a3fd79d09a8f,hasKind
trm_5521a0512df9a,trm_5519b92bde7dc,hasKind
trm_5521a0512df9a,trm_4a3fd79d0ab7c,isPartOf
trm_50eb692db57eb,trm_50eb692db57eb,isSelf
trm_50eb692db57eb,trm_4a3fd79d0a972,isKindOf
trm_4a3fd79d0a80f,trm_4a3fd79d0a80f,isSelf
trm_4a3fd79d0a80f,ctp_C3,inCategory
trm_4a3fd79d0a81b,trm_4a3fd79d0a81b,isSelf
trm_4a3fd79d0a81b,ctp_C3,inCategory
trm_4a3fd79d0a81b,trm_4a3fd79d0aec1,isKindOf
trm_529d0d62290de,trm_529d0d62290de,isSelf
trm_4a3fd79d0a833,trm_4a3fd79d0a833,isSelf
trm_4a3fd79d0a833,ctp_C5,inCategory
trm_4a3fd79d0a833,trm_4a3fd79d0b077,hasKind
trm_4a3fd79d0a833,trm_4a3fd79d0a04f,hasKind
trm_4a3fd79d0a833,trm_4a3fd79d0aa2f,hasKind
trm_4a3fd79d0a833,trm_4a3fd79d0b8cd,hasPart
trm_4a3fd79d0a833,trm_4a3fd79d0a891,isKindOf
trm_5159c80c1dd24,trm_5159c80c1dd24,isSelf
trm_5159c80c1dd24,trm_4a3fd79d0a83f,isPartOf
trm_557b48a224b95,trm_557b48a224b95,isSelf
trm_557b48a224b95,trm_557b494ca540d,hasKind
trm_557b48a224b95,trm_4a3fd79d09849,isKindOf
trm_4a3fd79d0a83f,trm_4a3fd79d0a83f,isSelf
trm_4a3fd79d0a83f,ctp_C3,inCategory
trm_4a3fd79d0a83f,trm_5159c80c1dd24,hasPart
trm_4a3fd79d0a83f,trm_557b494ca540d,hasPart
trm_4a3fd79d0a84a,trm_4a3fd79d0a84a,isSelf
trm_4a3fd79d0a84a,ctp_C9,inCategory
trm_4a3fd79d0ba30,trm_4a3fd79d0ba30,isSelf
trm_4a3fd79d0ba30,ctp_C4,inCategory
trm_4a3fd79d0ba30,trm_4a3fd79d0a431,hasKind
trm_4a3fd79d0ba30,trm_557b4904ee26d,hasKind
trm_4a3fd79d0ba30,trm_55b6b9d7c9435,hasKind
trm_4a3fd79d0ba30,trm_4a3fd79d0b5a7,isPartOf
trm_4a3fd79d0ba3c,trm_4a3fd79d0ba3c,isSelf
trm_4a3fd79d0ba3c,ctp_C4,inCategory
trm_4a3fd79d0a862,trm_4a3fd79d0a862,isSelf
trm_4a3fd79d0a862,ctp_C3,inCategory
trm_4a3fd79d0a862,trm_4a3fd79d0aec1,isKindOf
trm_4a3fd79d0a86e,trm_4a3fd79d0a86e,isSelf
trm_4a3fd79d0a86e,ctp_C6,inCategory
trm_4a3fd79d0a87a,trm_4a3fd79d0a87a,isSelf
trm_4a3fd79d0a87a,ctp_C3,inCategory
trm_4a3fd79d0a87a,trm_4a3fd79d0aec1,isKindOf
trm_4a3fd79d0a886,trm_4a3fd79d0a886,isSelf
trm_4a3fd79d0a886,ctp_C1,inCategory
trm_4a3fd79d0a891,trm_4a3fd79d0a891,isSelf
trm_4a3fd79d0a891,ctp_C5,inCategory
trm_4a3fd79d0a891,trm_4a3fd79d0b5a7,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d0a04f,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d0b09a,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d09aa7,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d0b0f7,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d0b1d5,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d0b95b,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d09e87,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d0a1ae,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d0a533,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d0a6b9,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d0a833,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d0ad94,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d0ae70,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d0aeef,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d0b3ef,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d0b457,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d0b49e,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d0b967,hasKind
trm_4a3fd79d0a891,trm_4a3fd79d0b8e5,hasPart
trm_4a3fd79d0a891,trm_4a3fd79d0af7d,hasPart
trm_4a3fd79d0a891,trm_4a3fd79d0af94,hasPart
trm_4a3fd79d0a891,trm_4a3fd79d098bd,hasPart
trm_4a3fd79d0b914,trm_4a3fd79d0b914,isSelf
trm_4a3fd79d0b914,ctp_C5,inCategory
trm_4a3fd79d0b920,trm_4a3fd79d0b920,isSelf
trm_4a3fd79d0b920,trm_4a3fd79d0b972,hasKind
trm_4a3fd79d0b920,trm_4a3fd79d0b8cd,isKindOf
trm_4a3fd79d0b92c,trm_4a3fd79d0b92c,isSelf
trm_4a3fd79d0ba01,trm_4a3fd79d0ba01,isSelf
trm_4a3fd79d0ba01,ctp_C5,inCategory
trm_4a3fd79d0ba01,trm_4a3fd79d0af94,isKindOf
trm_4a3fd79d0ba01,trm_4a3fd79d0b95b,isPartOf
trm_4a3fd79d0ba01,trm_4a3fd79d0b967,isPartOf
trm_4a3fd79d0b938,trm_4a3fd79d0b938,isSelf
trm_4a3fd79d0b938,ctp_C5,inCategory
trm_4a3fd79d0b938,trm_4a3fd79d09a49,hasPart
trm_4a3fd79d0b938,trm_4a3fd79d0af7d,isPartOf
trm_4a3fd79d0b943,trm_4a3fd79d0b943,isSelf
trm_4a3fd79d0b943,trm_4a3fd79d0ba60,isPartOf
trm_4a3fd79d0a8ed,trm_4a3fd79d0a8ed,isSelf
trm_4a3fd79d0a8ed,ctp_C3,inCategory
trm_4a3fd79d0a8fc,trm_4a3fd79d0a8fc,isSelf
trm_4a3fd79d0a8fc,ctp_C1,inCategory
trm_4a3fd79d0a8fc,trm_4f4511e519b53,isKindOf
trm_4a3fd79d0a908,trm_4a3fd79d0a908,isSelf
trm_4a3fd79d0a908,trm_4f4511e519b53,hasKind
trm_4a3fd79d0a908,trm_4a3fd79d0aa6a,hasKind
trm_4a3fd79d0a908,trm_4a3fd79d097d6,hasKind
trm_4a3fd79d0a908,trm_4a3fd79d097d6,hasKind
trm_4a3fd79d0a908,trm_4a3fd79d0ae87,hasKind
trm_4a3fd79d0a908,trm_4a3fd79d0b4c1,hasKind
trm_4a3fd79d0a908,trm_56798c5f25b0c,hasKind
trm_4a3fd79d0a914,trm_4a3fd79d0a914,isSelf
trm_4a3fd79d0a914,ctp_C1,inCategory
trm_4a3fd79d0a920,trm_4a3fd79d0a920,isSelf
trm_4a3fd79d0a920,trm_4a3fd79d0b94f,hasKind
trm_4a3fd79d0a92b,trm_4a3fd79d0a92b,isSelf
trm_4a3fd79d0a92b,ctp_C5,inCategory
trm_4d7fc763cf777,trm_4d7fc763cf777,isSelf
trm_4a3fd79d0b94f,trm_4a3fd79d0b94f,isSelf
trm_4a3fd79d0b94f,ctp_C4,inCategory
trm_4a3fd79d0b94f,trm_4a3fd79d0a920,isKindOf
trm_4a3fd79d0a937,trm_4a3fd79d0a937,isSelf
trm_4a3fd79d0a937,ctp_C6,inCategory
trm_4a3fd79d0a943,trm_4a3fd79d0a943,isSelf
trm_559f0a5b4cd36,trm_559f0a5b4cd36,isSelf
trm_559f0a5b4cd36,ctp_C3,inCategory
trm_559f0a5b4cd36,trm_4a3fd79d09849,hasPart
trm_559f0a5b4cd36,trm_5159cb12a0f92,isPartOf
trm_4a3fd79d0a94f,trm_4a3fd79d0a94f,isSelf
trm_4a3fd79d0a94f,ctp_C4,inCategory
trm_4a3fd79d0a94f,trm_4a3fd79d0b05e,hasKind
trm_4a3fd79d0a95a,trm_4a3fd79d0a95a,isSelf
trm_4a3fd79d0a95a,ctp_C8,inCategory
trm_4a3fd79d0b832,trm_4a3fd79d0b832,isSelf
trm_4a3fd79d0b832,ctp_C6,inCategory
trm_4a3fd79d0b83e,trm_4a3fd79d0b83e,isSelf
trm_4a3fd79d0b83e,ctp_C6,inCategory
trm_4a3fd79d0b83e,trm_4a3fd79d0a607,hasPart
trm_4fea25630ffb5,trm_4fea25630ffb5,isSelf
trm_4fea25630ffb5,trm_4fb2c38960950,isKindOf
trm_557b48aeb7d58,trm_557b48aeb7d58,isSelf
trm_557b48aeb7d58,ctp_C1,inCategory
trm_557b48aeb7d58,trm_55ce70b20186b,isKindOf
trm_4a3fd79d0a972,trm_4a3fd79d0a972,isSelf
trm_4a3fd79d0a972,ctp_C7,inCategory
trm_4a3fd79d0a972,trm_50eb5469ba37a,hasKind
trm_4a3fd79d0a972,trm_50eb56a7867db,hasKind
trm_4a3fd79d0a972,trm_50eb692db57eb,hasKind
trm_4a3fd79d0a995,trm_4a3fd79d0a995,isSelf
trm_4a3fd79d0a995,ctp_C5,inCategory
trm_4a3fd79d0a9a1,trm_4a3fd79d0a9a1,isSelf
trm_4a3fd79d0a9a1,ctp_C7,inCategory
trm_56a2a4dbdf127,trm_56a2a4dbdf127,isSelf
trm_4a3fd79d0a9ad,trm_4a3fd79d0a9ad,isSelf
trm_4a3fd79d0a9ad,ctp_C7,inCategory
trm_4a3fd79d0a9b9,trm_4a3fd79d0a9b9,isSelf
trm_4a3fd79d0a9b9,ctp_C5,inCategory
trm_4a3fd79d0a9b9,trm_4a3fd79d0b0a6,isKindOf
trm_4a3fd79d0a9c4,trm_4a3fd79d0a9c4,isSelf
trm_4a3fd79d0a9c4,ctp_C7,inCategory
trm_4e31d3ba7d25b,trm_4e31d3ba7d25b,isSelf
trm_4e31d3ba7d25b,ctp_C1,inCategory
trm_4e31ced566649,trm_4e31ced566649,isSelf
trm_4e31ced566649,ctp_C1,inCategory
trm_4e31ced566649,trm_4e31d5c79ddfe,isKindOf
trm_502abeab4e1d8,trm_502abeab4e1d8,isSelf
trm_502abeab4e1d8,trm_4fb2c38960950,hasKind
trm_502abeab4e1d8,trm_4a3fd79d0b4b5,isKindOf
trm_502abeab4e1d8,trm_4a3fd79d0aac8,isKindOf
trm_502abeab4e1d8,trm_4a3fd79d09ab2,isKindOf
trm_4a3fd79d0a9dc,trm_4a3fd79d0a9dc,isSelf
trm_4a3fd79d0a9dc,ctp_C6,inCategory
trm_4a3fd79d0a9e8,trm_4a3fd79d0a9e8,isSelf
trm_4a3fd79d0a9e8,ctp_C6,inCategory
trm_4a3fd79d0aa00,trm_4a3fd79d0aa00,isSelf
trm_4a3fd79d0aa00,ctp_C1,inCategory
trm_557b48d40d3cf,trm_557b48d40d3cf,isSelf
trm_557b48d40d3cf,ctp_C8,inCategory
trm_557b48d40d3cf,trm_4a3fd79d0b689,hasKind
trm_557b48d40d3cf,trm_4a3fd79d0b014,hasKind
trm_557b48d40d3cf,trm_4a3fd79d0a17f,isKindOf
trm_557b48e337218,trm_557b48e337218,isSelf
trm_557b48e337218,trm_5534111a8bc96,hasKind
trm_557b48e337218,trm_4a3fd79d0a33b,isKindOf
trm_5521a7a1376ed,trm_5521a7a1376ed,isSelf
trm_5521a7a1376ed,trm_4e89aebaa311d,isKindOf
trm_4d7fa2df05f23,trm_4d7fa2df05f23,isSelf
trm_4d7fa2df05f23,ctp_C6,inCategory
trm_51a690eeadcb7,trm_51a690eeadcb7,isSelf
trm_4a3fd79d0aa0c,trm_4a3fd79d0aa0c,isSelf
trm_4a3fd79d0aa0c,ctp_C1,inCategory
trm_4a3fd79d0aa0c,trm_4b65259eeee34,hasKind
trm_4a3fd79d0aa0c,trm_4a3fd79d0b160,isKindOf
trm_4a3fd79d0aa0c,trm_4fe39e4388409,isKindOf
trm_4ffdc96dc85b7,trm_4ffdc96dc85b7,isSelf
trm_4ffdc96dc85b7,trm_4a3fd79d09e35,isKindOf
trm_525d8f3ed78a2,trm_525d8f3ed78a2,isSelf
trm_4a3fd79d0aa23,trm_4a3fd79d0aa23,isSelf
trm_4a3fd79d0aa2f,trm_4a3fd79d0aa2f,isSelf
trm_4a3fd79d0aa2f,ctp_C5,inCategory
trm_4a3fd79d0aa2f,trm_4a3fd79d0addc,hasKind
trm_4a3fd79d0aa2f,trm_4a3fd79d0a833,isKindOf
trm_4a3fd79d0aa47,trm_4a3fd79d0aa47,isSelf
trm_4a3fd79d0aa47,trm_557b491318742,isKindOf
trm_5678a999f1c19,trm_5678a999f1c19,isSelf
trm_5678a999f1c19,ctp_C3,inCategory
trm_5678a999f1c19,trm_555cfb890d721,isKindOf
trm_557b48f22ba99,trm_557b48f22ba99,isSelf
trm_557b48f22ba99,ctp_C3,inCategory
trm_4a3fd79d0aa5e,trm_4a3fd79d0aa5e,isSelf
trm_4a3fd79d0aa6a,trm_4a3fd79d0aa6a,isSelf
trm_4a3fd79d0aa6a,trm_4a3fd79d0a908,isKindOf
trm_4a3fd79d0aa6a,trm_4a3fd79d0aab0,isPartOf
trm_4a3fd79d0aa76,trm_4a3fd79d0aa76,isSelf
trm_4a3fd79d0aa76,ctp_C1,inCategory
trm_4a3fd79d0aa76,trm_557b4b56de455,hasKind
trm_4a3fd79d0aa76,trm_5519b80525e89,isKindOf
trm_557b4904ee26d,trm_557b4904ee26d,isSelf
trm_557b4904ee26d,ctp_C5,inCategory
trm_557b4904ee26d,trm_559f0986182cc,hasKind
trm_557b4904ee26d,trm_4a3fd79d0ba30,isKindOf
trm_4a3fd79d0aa8d,trm_4a3fd79d0aa8d,isSelf
trm_4a3fd79d0aa8d,ctp_C7,inCategory
trm_4a3fd79d0aaa4,trm_4a3fd79d0aaa4,isSelf
trm_4a3fd79d0aaa4,ctp_C1,inCategory
trm_4a3fd79d0aaa4,trm_4a3fd79d0a398,hasPart
trm_4a3fd79d0aaa4,trm_4a3fd79d0ab7c,isKindOf
trm_4a3fd79d0aab0,trm_4a3fd79d0aab0,isSelf
trm_4a3fd79d0aab0,ctp_C1,inCategory
trm_4a3fd79d0aab0,trm_4a3fd79d0b4a9,hasKind
trm_4a3fd79d0aab0,trm_553967f006b70,hasKind
trm_4a3fd79d0aab0,trm_55c298bbe56d5,hasKind
trm_4a3fd79d0aab0,trm_4a3fd79d0aa6a,hasPart
trm_4a3fd79d0aab0,trm_4a3fd79d0b967,isKindOf
trm_552185f5cda66,trm_552185f5cda66,isSelf
trm_552185f5cda66,ctp_C2,inCategory
trm_552185f5cda66,trm_4a3fd79d09902,isPartOf
trm_523e0419ec219,trm_523e0419ec219,isSelf
trm_523e0419ec219,trm_523e0a4b443dc,hasKind
trm_557b491318742,trm_557b491318742,isSelf
trm_557b491318742,trm_4a3fd79d0aa47,hasKind
trm_557b491318742,trm_56006cb5a61ac,hasPart
trm_557b491318742,trm_4a3fd79d09849,hasPart
trm_557b491318742,trm_4a3fd79d0983e,isKindOf
trm_557b491318742,trm_55ce70b20186b,isKindOf
trm_5159c8a5d3d13,trm_5159c8a5d3d13,isSelf
trm_4a3fd79d0aabc,trm_4a3fd79d0aabc,isSelf
trm_4a3fd79d0aabc,ctp_C1,inCategory
trm_4a3fd79d0aabc,trm_4a3fd79d0ab7c,isPartOf
trm_4a3fd79d0aac8,trm_4a3fd79d0aac8,isSelf
trm_4a3fd79d0aac8,ctp_C1,inCategory
trm_4a3fd79d0aac8,trm_502abeab4e1d8,hasKind
trm_4a3fd79d0aac8,trm_4a3fd79d0ab7c,isKindOf
trm_523f5f918cb2c,trm_523f5f918cb2c,isSelf
trm_4fb2c38960950,trm_4fb2c38960950,isSelf
trm_4fb2c38960950,trm_4a3fd79d09855,hasKind
trm_4fb2c38960950,trm_4fea25630ffb5,hasKind
trm_4fb2c38960950,trm_500d8aef38f2c,hasKind
trm_4fb2c38960950,trm_4a3fd79d0b4b5,isKindOf
trm_4fb2c38960950,trm_502abeab4e1d8,isKindOf
trm_4a3fd79d0aad4,trm_4a3fd79d0aad4,isSelf
trm_4a3fd79d0aad4,ctp_C6,inCategory
trm_4a3fd79d0aad4,trm_4a3fd79d0a7ec,isKindOf
trm_4a3fd79d0b84a,trm_4a3fd79d0b84a,isSelf
trm_4a3fd79d0b84a,ctp_C6,inCategory
trm_4feb3f8c551cb,trm_4feb3f8c551cb,isSelf
trm_4feb3f8c551cb,trm_4a3fd79d09902,isKindOf
trm_558c74b165bb1,trm_558c74b165bb1,isSelf
trm_4b65259eeee34,trm_4b65259eeee34,isSelf
trm_4b65259eeee34,ctp_C8,inCategory
trm_4b65259eeee34,trm_4e61264db33d4,hasPart
trm_4b65259eeee34,trm_4e6127bd91be9,hasPart
trm_4b65259eeee34,trm_4a3fd79d0b160,isKindOf
trm_4b65259eeee34,trm_4a3fd79d0aa0c,isKindOf
trm_4e6127bd91be9,trm_4e6127bd91be9,isSelf
trm_4e6127bd91be9,ctp_C8,inCategory
trm_4e6127bd91be9,trm_4b65259eeee34,isPartOf
trm_4e61264db33d4,trm_4e61264db33d4,isSelf
trm_4e61264db33d4,ctp_C8,inCategory
trm_4e61264db33d4,trm_4b65259eeee34,isPartOf
trm_52405e33adafa,trm_52405e33adafa,isSelf
trm_4d7fa1a3e2a10,trm_4d7fa1a3e2a10,isSelf
trm_4d7fa1a3e2a10,ctp_C6,inCategory
trm_4a3fd79d0ab42,trm_4a3fd79d0ab42,isSelf
trm_4a3fd79d0ab42,ctp_C6,inCategory
trm_4a3fd79d0ab4d,trm_4a3fd79d0ab4d,isSelf
trm_4a3fd79d0ab4d,ctp_C2,inCategory
trm_4a3fd79d0ab4d,trm_4a3fd79d09902,isKindOf
trm_4a3fd79d0ab59,trm_4a3fd79d0ab59,isSelf
trm_4a3fd79d0ab59,ctp_C6,inCategory
trm_4a3fd79d0ab59,trm_4a3fd79d0a769,isPartOf
trm_557b49206928b,trm_557b49206928b,isSelf
trm_557b49206928b,ctp_C5,inCategory
trm_557b49206928b,trm_55b6b9d7c9435,isKindOf
trm_4a3fd79d0ab65,trm_4a3fd79d0ab65,isSelf
trm_4a3fd79d0ab65,ctp_C1,inCategory
trm_4a3fd79d0ab65,trm_557b4b652cbec,hasKind
trm_4a3fd79d0ab65,trm_4a3fd79d0b967,isKindOf
trm_4a3fd79d0ab70,trm_4a3fd79d0ab70,isSelf
trm_4a3fd79d0ab70,ctp_C5,inCategory
trm_4a3fd79d0ab70,trm_4fe8edc62f613,hasPart
trm_4a3fd79d0ab70,trm_4a3fd79d098c9,isKindOf
trm_4a3fd79d0ab70,trm_5024002a85b1f,isPartOf
trm_4a3fd79d0ab7c,trm_4a3fd79d0ab7c,isSelf
trm_4a3fd79d0ab7c,ctp_C1,inCategory
trm_4a3fd79d0ab7c,trm_55ce70b20186b,hasKind
trm_4a3fd79d0ab7c,trm_4e31e6dca01ca,hasKind
trm_4a3fd79d0ab7c,trm_4a3fd79d09ab2,hasKind
trm_4a3fd79d0ab7c,trm_5159beaf80413,hasKind
trm_4a3fd79d0ab7c,trm_5519b7525d7a2,hasKind
trm_4a3fd79d0ab7c,trm_4a3fd79d09953,hasKind
trm_4a3fd79d0ab7c,trm_4a3fd79d0aac8,hasKind
trm_4a3fd79d0ab7c,trm_4ff36d79c26c6,hasKind
trm_4a3fd79d0ab7c,trm_4feb44e5ae25b,hasKind
trm_4a3fd79d0ab7c,trm_4a3fd79d0b4b5,hasKind
trm_4a3fd79d0ab7c,trm_4a3fd79d0b160,hasKind
trm_4a3fd79d0ab7c,trm_4a3fd79d0b9e9,hasKind
trm_4a3fd79d0ab7c,trm_4a3fd79d0a0a1,hasKind
trm_4a3fd79d0ab7c,trm_4a3fd79d0aaa4,hasKind
trm_4a3fd79d0ab7c,trm_4a3fd79d0b02c,hasPart
trm_4a3fd79d0ab7c,trm_4a3fd79d0995e,hasPart
trm_4a3fd79d0ab7c,trm_4a3fd79d0aabc,hasPart
trm_4a3fd79d0ab7c,trm_5154b2f947fe9,hasPart
trm_4a3fd79d0ab7c,trm_4a3fd79d0ba0d,hasPart
trm_4a3fd79d0ab7c,trm_5521a0512df9a,hasPart
trm_4a3fd79d0ab88,trm_4a3fd79d0ab88,isSelf
trm_4a3fd79d0ab88,ctp_C1,inCategory
trm_4a3fd79d0ab93,trm_4a3fd79d0ab93,isSelf
trm_4a3fd79d0ab93,ctp_C1,inCategory
trm_4a3fd79d0ab9f,trm_4a3fd79d0ab9f,isSelf
trm_4a3fd79d0ab9f,ctp_C1,inCategory
trm_4a3fd79d0abaa,trm_4a3fd79d0abaa,isSelf
trm_4a3fd79d0abaa,ctp_C1,inCategory
trm_4a3fd79d0abaa,trm_4a3fd79d0b4b5,isPartOf
trm_4a3fd79d0abaa,trm_4a3fd79d09ab2,isPartOf
trm_4a3fd79d0abb6,trm_4a3fd79d0abb6,isSelf
trm_4a3fd79d0abb6,ctp_C5,inCategory
trm_4a3fd79d0abb6,trm_4a3fd79d0a527,isKindOf
trm_4a3fd79d0abb6,trm_565bce2791089,isKindOf
trm_4a3fd79d0abb6,trm_4a3fd79d0b4b5,isPartOf
trm_4a3fd79d0abb6,trm_4a3fd79d09ab2,isPartOf
trm_5519ba1746e95,trm_5519ba1746e95,isSelf
trm_5519ba1746e95,trm_4e89aebaa311d,isKindOf
trm_5519ba1746e95,trm_4a3fd79d0b4b5,isPartOf
trm_5519ba1746e95,trm_4a3fd79d09ab2,isPartOf
trm_4a3fd79d0abc1,trm_4a3fd79d0abc1,isSelf
trm_4a3fd79d0abc1,ctp_C1,inCategory
trm_4a3fd79d0abcd,trm_4a3fd79d0abcd,isSelf
trm_4a3fd79d0abcd,ctp_C1,inCategory
trm_525c58f9aabae,trm_525c58f9aabae,isSelf
trm_4a3fd79d0ac30,trm_4a3fd79d0ac30,isSelf
trm_4a3fd79d0ac30,ctp_C4,inCategory
trm_4a3fd79d0ac30,trm_557b49ad14adf,hasPart
trm_4a3fd79d0ac30,trm_4a3fd79d0a20c,hasPart
trm_4a3fd79d0ac30,trm_4a3fd79d0a33b,hasPart
trm_4a3fd79d0ac30,trm_557b49851e991,hasPart
trm_4a3fd79d0ac30,trm_4aae62e4ad209,isKindOf
trm_4a3fd79d0ac30,trm_4a3fd79d09735,isPartOf
trm_4a3fd79d0ac4a,trm_4a3fd79d0ac4a,isSelf
trm_4a3fd79d0ac4a,ctp_C6,inCategory
trm_4d7fa1ee2f870,trm_4d7fa1ee2f870,isSelf
trm_4d7fa1ee2f870,ctp_C6,inCategory
trm_4a3fd79d0b862,trm_4a3fd79d0b862,isSelf
trm_4a3fd79d0b862,ctp_C6,inCategory
trm_558c74156b7ee,trm_558c74156b7ee,isSelf
trm_558c74156b7ee,trm_52b5f1ef4f9cc,isKindOf
trm_5240fddc2e43e,trm_5240fddc2e43e,isSelf
trm_4a3fd79d0ac61,trm_4a3fd79d0ac61,isSelf
trm_4a3fd79d0ac61,ctp_C6,inCategory
trm_4a3fd79d0ac61,trm_4a3fd79d09b04,isPartOf
trm_4a3fd79d0ac7a,trm_4a3fd79d0ac7a,isSelf
trm_558c73b3663a6,trm_558c73b3663a6,isSelf
trm_558c73b3663a6,trm_4a3fd79d0b58f,hasPart
trm_558c73b3663a6,trm_52b5f1ef4f9cc,isKindOf
trm_558c73b3663a6,trm_555cfb890d721,isKindOf
trm_4a3fd79d0ac87,trm_4a3fd79d0ac87,isSelf
trm_4a3fd79d0ac87,ctp_C6,inCategory
trm_4a3fd79d0ac87,trm_4a3fd79d0b8e5,isKindOf
