id,rel_output,rel_type
trm_4a3fd79d0b412,ctp_C3,inCategory
trm_4a3fd79d0b429,trm_4a3fd79d0b429,isSelf
trm_4a3fd79d0b429,ctp_C8,inCategory
trm_500d8aef38f2c,trm_500d8aef38f2c,isSelf
trm_500d8aef38f2c,trm_4fb2c38960950,isKindOf
trm_4a3fd79d0b44c,trm_4a3fd79d0b44c,isSelf
trm_4a3fd79d0b44c,ctp_C6,inCategory
trm_4a3fd79d0b457,trm_4a3fd79d0b457,isSelf
trm_4a3fd79d0b457,ctp_C5,inCategory
trm_4a3fd79d0b457,trm_4a3fd79d0a891,isKindOf
trm_50f382d7abdff,trm_50f382d7abdff,isSelf
trm_500d8bcf5f29a,trm_500d8bcf5f29a,isSelf
trm_500d8bcf5f29a,trm_4a3fd79d0b4b5,isPartOf
trm_500d8c8fcc520,trm_500d8c8fcc520,isSelf
trm_500d8c8fcc520,trm_4a3fd79d0b4b5,isPartOf
trm_4a3fd79d0b46f,trm_4a3fd79d0b46f,isSelf
trm_4a3fd79d0b46f,ctp_C2,inCategory
trm_4a3fd79d0b46f,trm_4a3fd79d0b1b2,hasKind
trm_4a3fd79d0b46f,trm_4a3fd79d09902,isKindOf
trm_4ff36d79c26c6,trm_4ff36d79c26c6,isSelf
trm_4ff36d79c26c6,trm_4a3fd79d0b1b2,hasPart
trm_4ff36d79c26c6,trm_4a3fd79d0ab7c,isKindOf
trm_557b4af7cc1cb,trm_557b4af7cc1cb,isSelf
trm_557b4af7cc1cb,trm_4a3fd79d0b4a9,isKindOf
trm_4a3fd79d0b47b,trm_4a3fd79d0b47b,isSelf
trm_4a3fd79d0b47b,ctp_C1,inCategory
trm_557b4b05ae470,trm_557b4b05ae470,isSelf
trm_557b4b05ae470,ctp_C1,inCategory
trm_557b4b05ae470,trm_5519b7525d7a2,isKindOf
trm_557b4b05ae470,trm_4a3fd79d09d93,isKindOf
trm_557b4b154e0d9,trm_557b4b154e0d9,isSelf
trm_557b4b154e0d9,trm_557b482a7c62b,hasKind
trm_557b4b154e0d9,trm_557b4b7176394,isKindOf
trm_557b4b154e0d9,trm_4a3fd79d0a30c,isKindOf
trm_557b4b27dfd5e,trm_557b4b27dfd5e,isSelf
trm_557b4b27dfd5e,ctp_C1,inCategory
trm_557b4b27dfd5e,trm_4a3fd79d0b4b5,isKindOf
trm_557b4b27dfd5e,trm_4a3fd79d0a398,isKindOf
trm_557b4b27dfd5e,trm_5519b7525d7a2,isKindOf
trm_557b4b3a6a34d,trm_557b4b3a6a34d,isSelf
trm_557b4b3a6a34d,ctp_C1,inCategory
trm_557b4b3a6a34d,trm_557b4b47d994a,hasKind
trm_557b4b3a6a34d,trm_557b4b9ccdc4a,hasKind
trm_557b4b3a6a34d,trm_558c7439832d9,hasKind
trm_557b4b3a6a34d,trm_55ef1fd2bc418,hasKind
trm_557b4b3a6a34d,trm_4a3fd79d0a398,isKindOf
trm_557b4b3a6a34d,trm_557b4b7176394,isKindOf
trm_557b4b3a6a34d,trm_4a3fd79d0b4b5,isKindOf
trm_4a3fd79d0b487,trm_4a3fd79d0b487,isSelf
trm_4a3fd79d0b487,trm_4a3fd79d0b4d8,isKindOf
trm_558c7439832d9,trm_558c7439832d9,isSelf
trm_558c7439832d9,trm_557b4b3a6a34d,isKindOf
trm_558c7439832d9,trm_4a3fd79d0aeb6,isPartOf
trm_558c7439832d9,trm_558c73f3c8c6f,isPartOf
trm_558c7439832d9,trm_557b4b9ccdc4a,isPartOf
trm_558c7439832d9,trm_55ef1fd2bc418,isPartOf
trm_5519b92bde7dc,trm_5519b92bde7dc,isSelf
trm_5519b92bde7dc,ctp_C1,inCategory
trm_5519b92bde7dc,trm_5521a0512df9a,isKindOf
trm_5519b92bde7dc,trm_4a3fd79d0b4b5,isPartOf
trm_4a3fd79d0b492,trm_4a3fd79d0b492,isSelf
trm_4a3fd79d0b492,ctp_C1,inCategory
trm_4a3fd79d0b492,trm_502bdc6bdaa2b,hasKind
trm_4a3fd79d0b492,trm_502c139d5ed78,hasKind
trm_4a3fd79d0b49e,trm_4a3fd79d0b49e,isSelf
trm_4a3fd79d0b49e,ctp_C5,inCategory
trm_4a3fd79d0b49e,trm_4a3fd79d0b4d8,hasKind
trm_4a3fd79d0b49e,trm_4a3fd79d0a4f9,hasKind
trm_4a3fd79d0b49e,trm_4a3fd79d0a891,isKindOf
trm_557b4b47d994a,trm_557b4b47d994a,isSelf
trm_557b4b47d994a,trm_557b4b3a6a34d,isKindOf
trm_557b4b47d994a,trm_558c7ae1eaf86,isPartOf
trm_557b4b56de455,trm_557b4b56de455,isSelf
trm_557b4b56de455,trm_4a3fd79d0aa76,isKindOf
trm_557b4b56de455,trm_4a3fd79d0b4b5,isKindOf
trm_559f0986182cc,trm_559f0986182cc,isSelf
trm_559f0986182cc,trm_557b4904ee26d,isKindOf
trm_4a3fd79d0b4a9,trm_4a3fd79d0b4a9,isSelf
trm_4a3fd79d0b4a9,ctp_C1,inCategory
trm_4a3fd79d0b4a9,trm_4a3fd79d0aeb6,hasKind
trm_4a3fd79d0b4a9,trm_4a3fd79d0a30c,hasKind
trm_4a3fd79d0b4a9,trm_557b4af7cc1cb,hasKind
trm_4a3fd79d0b4a9,trm_557b4b8cd05ca,hasKind
trm_4a3fd79d0b4a9,trm_4a3fd79d0aab0,isKindOf
trm_4a3fd79d0b4a9,trm_557b4b7176394,isKindOf
trm_502ad54c11389,trm_502ad54c11389,isSelf
trm_502ad54c11389,trm_4a3fd79d0b4b5,isKindOf
trm_502ad54c11389,trm_4a3fd79d09be2,isPartOf
trm_557b4b652cbec,trm_557b4b652cbec,isSelf
trm_557b4b652cbec,trm_557b4b7176394,isKindOf
trm_557b4b652cbec,trm_4a3fd79d0ab65,isKindOf
trm_4a3fd79d0b4b5,trm_4a3fd79d0b4b5,isSelf
trm_4a3fd79d0b4b5,ctp_C1,inCategory
trm_4a3fd79d0b4b5,trm_4a3fd79d09855,hasKind
trm_4a3fd79d0b4b5,trm_4fb2c38960950,hasKind
trm_4a3fd79d0b4b5,trm_502abeab4e1d8,hasKind
trm_4a3fd79d0b4b5,trm_502ad54c11389,hasKind
trm_4a3fd79d0b4b5,trm_557b4b27dfd5e,hasKind
trm_4a3fd79d0b4b5,trm_557b4b7176394,hasKind
trm_4a3fd79d0b4b5,trm_557b4b56de455,hasKind
trm_4a3fd79d0b4b5,trm_557b4b3a6a34d,hasKind
trm_4a3fd79d0b4b5,trm_4fb3f4d58aeb0,hasPart
trm_4a3fd79d0b4b5,trm_500d8c8fcc520,hasPart
trm_4a3fd79d0b4b5,trm_4a3fd79d0b9dd,hasPart
trm_4a3fd79d0b4b5,trm_50297454e516b,hasPart
trm_4a3fd79d0b4b5,trm_5029751d118c4,hasPart
trm_4a3fd79d0b4b5,trm_502ab8dd991bf,hasPart
trm_4a3fd79d0b4b5,trm_502bdc6bdaa2b,hasPart
trm_4a3fd79d0b4b5,trm_4a3fd79d0abaa,hasPart
trm_4a3fd79d0b4b5,trm_5519b92bde7dc,hasPart
trm_4a3fd79d0b4b5,trm_500d8bcf5f29a,hasPart
trm_4a3fd79d0b4b5,trm_5519ba1746e95,hasPart
trm_4a3fd79d0b4b5,trm_4a3fd79d0abb6,hasPart
trm_4a3fd79d0b4b5,trm_4a3fd79d0ab7c,isKindOf
trm_4a3fd79d0b4b5,trm_4a3fd79d09953,isPartOf
trm_4a3fd79d0b4b5,trm_5029515e29f7f,isPartOf
trm_557b4b7e68727,trm_557b4b7e68727,isSelf
trm_557b4b7e68727,ctp_C5,inCategory
trm_557b4b7e68727,trm_557b4b7176394,isKindOf
trm_558c73f3c8c6f,trm_558c73f3c8c6f,isSelf
trm_558c73f3c8c6f,ctp_C6,inCategory
trm_558c73f3c8c6f,trm_558c7439832d9,hasPart
trm_558c73f3c8c6f,trm_557b4b9ccdc4a,isKindOf
trm_557b4b7176394,trm_557b4b7176394,isSelf
trm_557b4b7176394,trm_4a3fd79d0b4a9,hasKind
trm_557b4b7176394,trm_557b4b3a6a34d,hasKind
trm_557b4b7176394,trm_557b4b154e0d9,hasKind
trm_557b4b7176394,trm_557b4b652cbec,hasKind
trm_557b4b7176394,trm_558c7b5228ed4,hasKind
trm_557b4b7176394,trm_557b4b7e68727,hasKind
trm_557b4b7176394,trm_557b478ce1c24,hasKind
trm_557b4b7176394,trm_4a3fd79d0b4b5,isKindOf
trm_557b4b7176394,trm_4a3fd79d0b967,isKindOf
trm_4a3fd79d0b4c1,trm_4a3fd79d0b4c1,isSelf
trm_4a3fd79d0b4c1,ctp_C1,inCategory
trm_4a3fd79d0b4c1,trm_4a3fd79d0a908,isKindOf
trm_4a3fd79d0b4cd,trm_4a3fd79d0b4cd,isSelf
trm_4a3fd79d0b4cd,ctp_C2,inCategory
trm_4a3fd79d0b4cd,trm_4a3fd79d09e1e,hasKind
trm_4a3fd79d0b4cd,trm_4fea18ec76bc9,hasKind
trm_4a3fd79d0b4cd,trm_4fb3f4d58aeb0,hasPart
trm_4a3fd79d0b4cd,trm_4a3fd79d0b020,hasPart
trm_4a3fd79d0b4cd,trm_4a3fd79d09902,hasPart
trm_4a3fd79d0b4cd,trm_4fea017794d1d,hasPart
trm_4a3fd79d0b4cd,trm_4a3fd79d0b037,isKindOf
trm_558c7b5228ed4,trm_558c7b5228ed4,isSelf
trm_558c7b5228ed4,trm_557b4b9ccdc4a,hasPart
trm_558c7b5228ed4,trm_568427366401c,isKindOf
trm_558c7b5228ed4,trm_557b4b7176394,isKindOf
trm_55ef1fd2bc418,trm_55ef1fd2bc418,isSelf
trm_55ef1fd2bc418,ctp_C6,inCategory
trm_55ef1fd2bc418,trm_558c7439832d9,hasPart
trm_55ef1fd2bc418,trm_557b4b3a6a34d,isKindOf
trm_557b4b8cd05ca,trm_557b4b8cd05ca,isSelf
trm_557b4b8cd05ca,trm_4a3fd79d0b4a9,isKindOf
trm_557b4b9ccdc4a,trm_557b4b9ccdc4a,isSelf
trm_557b4b9ccdc4a,ctp_C6,inCategory
trm_557b4b9ccdc4a,trm_558c73f3c8c6f,hasKind
trm_557b4b9ccdc4a,trm_558c7439832d9,hasPart
trm_557b4b9ccdc4a,trm_4a3fd79d0b58f,isKindOf
trm_557b4b9ccdc4a,trm_557b4b3a6a34d,isKindOf
trm_557b4b9ccdc4a,trm_558c7b5228ed4,isPartOf
trm_4a3fd79d0b4d8,trm_4a3fd79d0b4d8,isSelf
trm_4a3fd79d0b4d8,ctp_C2,inCategory
trm_4a3fd79d0b4d8,trm_4a3fd79d0b487,hasKind
trm_4a3fd79d0b4d8,trm_4a3fd79d0b507,hasPart
trm_4a3fd79d0b4d8,trm_4a3fd79d0b49e,isKindOf
trm_4a3fd79d0b4d8,trm_4a3fd79d0b5a7,isKindOf
trm_4a3fd79d0b507,trm_4a3fd79d0b507,isSelf
trm_4a3fd79d0b507,ctp_C4,inCategory
trm_4a3fd79d0b507,trm_4a3fd79d0b1e0,isPartOf
trm_4a3fd79d0b507,trm_4a3fd79d0b4d8,isPartOf
trm_55ef3ba010121,trm_55ef3ba010121,isSelf
trm_55ef3ba010121,trm_557b4a7315f1b,isKindOf
trm_55ef3ba010121,trm_4a3fd79d0b247,isPartOf
trm_4a3fd79d0b530,trm_4a3fd79d0b530,isSelf
trm_4a3fd79d0b548,trm_4a3fd79d0b548,isSelf
trm_4a3fd79d0b548,ctp_C6,inCategory
trm_4a3fd79d0b548,trm_4a3fd79d09aed,hasKind
trm_4a3fd79d0b548,trm_4a3fd79d0b386,hasPart
trm_4a3fd79d0b548,trm_4a3fd79d0a775,isKindOf
trm_4a3fd79d0b55f,trm_4a3fd79d0b55f,isSelf
trm_4a3fd79d0b55f,ctp_C6,inCategory
trm_4a3fd79d0b55f,trm_4a3fd79d0b583,hasPart
trm_557b4bb7cf05b,trm_557b4bb7cf05b,isSelf
trm_557b4bb7cf05b,ctp_C5,inCategory
trm_557b4bb7cf05b,trm_55b6b9d7c9435,isKindOf
trm_4a3fd79d0b56b,trm_4a3fd79d0b56b,isSelf
trm_4a3fd79d0b56b,ctp_C6,inCategory
trm_4a3fd79d0b583,trm_4a3fd79d0b583,isSelf
trm_4a3fd79d0b583,ctp_C6,inCategory
trm_4a3fd79d0b583,trm_4a3fd79d0b55f,isPartOf
trm_4a3fd79d0b583,trm_4a3fd79d0a769,isPartOf
trm_4a3fd79d0b58f,trm_4a3fd79d0b58f,isSelf
trm_4a3fd79d0b58f,ctp_C6,inCategory
trm_4a3fd79d0b58f,trm_557b4b9ccdc4a,hasKind
trm_4a3fd79d0b58f,trm_4a3fd79d0b967,isKindOf
trm_4a3fd79d0b58f,trm_558c73b3663a6,isPartOf
trm_4a3fd79d0b58f,trm_4a3fd79d0aeb6,isPartOf
trm_4a3fd79d0b59b,trm_4a3fd79d0b59b,isSelf
trm_4a3fd79d0b59b,ctp_C6,inCategory
trm_4a3fd79d0b5a7,trm_4a3fd79d0b5a7,isSelf
trm_4a3fd79d0b5a7,ctp_C4,inCategory
trm_4a3fd79d0b5a7,trm_4a3fd79d0b1e0,hasKind
trm_4a3fd79d0b5a7,trm_4a3fd79d0b08f,hasKind
trm_4a3fd79d0b5a7,trm_4a3fd79d09b04,hasKind
trm_4a3fd79d0b5a7,trm_4e416f1373936,hasKind
trm_4a3fd79d0b5a7,trm_4a3fd79d0b4d8,hasKind
trm_4a3fd79d0b5a7,trm_4a3fd79d0ac9e,hasKind
trm_4a3fd79d0b5a7,trm_4a3fd79d0ba6c,hasPart
trm_4a3fd79d0b5a7,trm_4a3fd79d0ba77,hasPart
trm_4a3fd79d0b5a7,trm_4a3fd79d0ba0d,hasPart
trm_4a3fd79d0b5a7,trm_4c3e04d656f06,hasPart
trm_4a3fd79d0b5a7,trm_4c3e05903e4bb,hasPart
trm_4a3fd79d0b5a7,trm_4a3fd79d0ba60,hasPart
trm_4a3fd79d0b5a7,trm_4a3fd79d0ba19,hasPart
trm_4a3fd79d0b5a7,trm_4a3fd79d09bee,hasPart
trm_4a3fd79d0b5a7,trm_4a3fd79d09cae,hasPart
trm_4a3fd79d0b5a7,trm_4a3fd79d0b8f0,hasPart
trm_4a3fd79d0b5a7,trm_4a3fd79d0ba25,hasPart
trm_4a3fd79d0b5a7,trm_551f0d8c69a13,hasPart
trm_4a3fd79d0b5a7,trm_551f0f822d95e,hasPart
trm_4a3fd79d0b5a7,trm_551f11bb8f6a8,hasPart
trm_4a3fd79d0b5a7,trm_4a3fd79d0ba30,hasPart
trm_4a3fd79d0b5a7,trm_55b6b9a666604,hasPart
trm_4a3fd79d0b5a7,trm_55b6b9d7c9435,hasPart
trm_4a3fd79d0b5a7,trm_4a3fd79d0a891,isKindOf
trm_4a3fd79d0b5a7,trm_4a3fd79d0a038,isPartOf
trm_55b6b9d7c9435,trm_55b6b9d7c9435,isSelf
trm_55b6b9d7c9435,ctp_C4,inCategory
trm_55b6b9d7c9435,trm_4a3fd79d0ba0d,hasKind
trm_55b6b9d7c9435,trm_557b4bb7cf05b,hasKind
trm_55b6b9d7c9435,trm_557b49206928b,hasKind
trm_55b6b9d7c9435,trm_557b4acdee820,hasKind
trm_55b6b9d7c9435,trm_557b477b4a15f,hasKind
trm_55b6b9d7c9435,trm_55c6f87595b39,hasKind
trm_55b6b9d7c9435,trm_557b493133416,hasKind
trm_55b6b9d7c9435,trm_557b4aeaeb744,hasKind
trm_55b6b9d7c9435,trm_4a3fd79d0ba30,isKindOf
trm_55b6b9d7c9435,trm_4a3fd79d0b5a7,isPartOf
trm_4a3fd79d0ba6c,trm_4a3fd79d0ba6c,isSelf
trm_4a3fd79d0ba6c,ctp_C4,inCategory
trm_4a3fd79d0ba6c,trm_4a3fd79d0b5a7,isPartOf
trm_4a3fd79d0ba77,trm_4a3fd79d0ba77,isSelf
trm_4a3fd79d0ba77,ctp_C4,inCategory
trm_4a3fd79d0ba77,trm_4a3fd79d0b5a7,isPartOf
trm_55b6b9a666604,trm_55b6b9a666604,isSelf
trm_55b6b9a666604,ctp_C5,inCategory
trm_55b6b9a666604,trm_4c3e05903e4bb,isKindOf
trm_55b6b9a666604,trm_4a3fd79d0b5a7,isPartOf
trm_4f46753b8be4f,trm_4f46753b8be4f,isSelf
trm_4f244f46ebf58,trm_4f244f46ebf58,isSelf
trm_4f244f46ebf58,trm_4a3fd79d09902,relatedConcept
trm_4f244f46ebf58,trm_4fea1aeaa7b17,relatedConcept
trm_5667451917a34,trm_5667451917a34,isSelf
trm_5667441c338a7,trm_5667441c338a7,isSelf
trm_523c7a0a73cf5,trm_523c7a0a73cf5,isSelf
trm_523c7a0a73cf5,trm_52068e5bd9aa1,relatedConcept
trm_523c7a0a73cf5,trm_523c7c886b614,relatedConcept
trm_523c7a0a73cf5,trm_523c7c13bc55f,relatedConcept
trm_523c7a0a73cf5,trm_523c7afe39f78,relatedConcept
trm_523c7a0a73cf5,trm_523c7ba79c2f1,relatedConcept
trm_4ebd44cd88360,trm_4ebd44cd88360,isSelf
trm_4ebd44cd88360,trm_4a3fd79d0aa47,relatedConcept
trm_4ebd44cd88360,trm_557b4a7315f1b,relatedConcept
trm_4ebd44cd88360,trm_4a3fd79d0af71,relatedConcept
trm_4ebd44cd88360,trm_557b4ab076338,relatedConcept
trm_4ebd44cd88360,trm_557b4b9ccdc4a,relatedConcept
trm_4f24126c22011,trm_4f24126c22011,isSelf
trm_551f151f7347e,trm_551f151f7347e,isSelf
trm_551f151f7347e,trm_4a3fd79d0a04f,relatedConcept
tsk_4a57abb94981d,tsk_4a57abb94981d,isSelf
tsk_4a57abb94981d,trm_4a3fd79d0b08f,relatedConcept
tsk_4a57abb94981d,trm_4a3fd79d0a972,relatedConcept
tsk_4a57abb94981d,trm_4a3fd79d0addc,relatedConcept
tsk_4a57abb949846,tsk_4a57abb949846,isSelf
tsk_4a57abb949846,trm_4a3fd79d0addc,relatedConcept
trm_551b15af981c6,trm_551b15af981c6,isSelf
trm_551b15af981c6,trm_4a3fd79d0b4b5,relatedConcept
trm_551b15af981c6,trm_4a3fd79d09ab2,relatedConcept
trm_4c8989e1f3df7,trm_4c8989e1f3df7,isSelf
trm_4c8989e1f3df7,trm_4a3fd79d0a22f,relatedConcept
trm_4c8989e1f3df7,trm_4b65259eeee34,relatedConcept
trm_56674e49d15e9,trm_56674e49d15e9,isSelf
trm_56674133b666c,trm_56674133b666c,isSelf
trm_523df616da8a6,trm_523df616da8a6,isSelf
trm_523df616da8a6,trm_4fa3afaeef512,relatedConcept
trm_523df616da8a6,trm_523e053844495,relatedConcept
trm_523df616da8a6,trm_523e0419ec219,relatedConcept
trm_523df616da8a6,trm_4a3fd79d0b689,relatedConcept
trm_523df616da8a6,trm_523e034f9e69a,relatedConcept
trm_523df616da8a6,trm_523e024c14df9,relatedConcept
trm_523df616da8a6,trm_523e00f356226,relatedConcept
trm_523df616da8a6,trm_50070dce14554,relatedConcept
trm_523df616da8a6,trm_4a3fd79d09902,relatedConcept
trm_523df616da8a6,trm_4a3fd79d0b014,relatedConcept
trm_523df616da8a6,trm_5022ef7599294,relatedConcept
trm_5586ff878155d,trm_5586ff878155d,isSelf
trm_5586ff878155d,trm_4a3fd79d0a0f3,relatedConcept
trm_5586ff878155d,trm_4a3fd79d0b311,relatedConcept
trm_5586ff878155d,trm_523c7c13bc55f,relatedConcept
trm_5586ff878155d,trm_4a3fd79d0a803,relatedConcept
trm_5586ff878155d,trm_4a3fd79d0b908,relatedConcept
trm_5586ff878155d,trm_4a3fd79d0a54b,relatedConcept
trm_5586ff878155d,dso_1094,relatedDisorder
trm_55a6a79b55c8b,trm_55a6a79b55c8b,isSelf
trm_55a6a79b55c8b,dso_1094,relatedDisorder
tsk_4a57abb949858,tsk_4a57abb949858,isSelf
trm_523ca67b786d5,trm_523ca67b786d5,isSelf
trm_523ca67b786d5,trm_523ca7e778c50,relatedConcept
trm_523ca67b786d5,trm_523ca883711cc,relatedConcept
trm_56a2a665baeb1,trm_56a2a665baeb1,isSelf
trm_4da88b8b60ffb,trm_4da88b8b60ffb,isSelf
trm_4da88b8b60ffb,trm_4aae62e4ad209,relatedConcept
trm_502abd109f255,trm_502abd109f255,isSelf
trm_502abd109f255,trm_502ab8dd991bf,relatedConcept
trm_502abd109f255,trm_4a3fd79d0b9dd,relatedConcept
trm_502abd109f255,trm_502abeab4e1d8,relatedConcept
trm_4f244f0286947,trm_4f244f0286947,isSelf
trm_4f244f0286947,trm_4a3fd79d0b083,relatedConcept
trm_5667488d52ccc,trm_5667488d52ccc,isSelf
trm_4da88bd4412da,trm_4da88bd4412da,isSelf
trm_4da88bd4412da,trm_4a3fd79d0b44c,relatedConcept
trm_4da88bd4412da,trm_4a3fd79d0b077,relatedConcept
trm_551f0857e1db8,trm_551f0857e1db8,isSelf
trm_551f0857e1db8,trm_4a3fd79d09902,relatedConcept
tsk_4a57abb949869,tsk_4a57abb949869,isSelf
tsk_4a57abb949869,trm_4aae62e4ad209,relatedConcept
tsk_4a57abb949869,trm_4feb3f8c551cb,relatedConcept
trm_502ad907e3299,trm_502ad907e3299,isSelf
trm_502ad907e3299,trm_4a3fd79d09be2,relatedConcept
trm_502ad907e3299,trm_502ad54c11389,relatedConcept
trm_50f5822624e53,trm_50f5822624e53,isSelf
trm_50f5822624e53,trm_4a3fd79d0ba48,relatedConcept
trm_4f244a88013ae,trm_4f244a88013ae,isSelf
trm_553ec64e6cb1b,trm_553ec64e6cb1b,isSelf
trm_553ec64e6cb1b,trm_4a3fd79d098c9,relatedConcept
trm_553ec64e6cb1b,trm_4a3fd79d0b8e5,relatedConcept
trm_56a2a8d78dd39,trm_56a2a8d78dd39,isSelf
trm_56a2a8d78dd39,trm_50eb56a7867db,relatedConcept
trm_50df0d8dc717b,trm_50df0d8dc717b,isSelf
trm_4da6304c9aa23,trm_4da6304c9aa23,isSelf
trm_4da6304c9aa23,trm_4aae62e4ad209,relatedConcept
trm_4da6304c9aa23,trm_4a3fd79d09883,relatedConcept
trm_4da6304c9aa23,trm_4a3fd79d0b5fb,relatedConcept
trm_4da6304c9aa23,dso_1094,relatedDisorder
trm_4f241614d4a25,trm_4f241614d4a25,isSelf
trm_4f241614d4a25,trm_4a3fd79d0b5fb,relatedConcept
trm_551f06a08dcc4,trm_551f06a08dcc4,isSelf
trm_551f06a08dcc4,trm_4a3fd79d09902,relatedConcept
trm_5550e5011ce10,trm_5550e5011ce10,isSelf
tsk_4a57abb949889,tsk_4a57abb949889,isSelf
tsk_4a57abb949889,trm_4a3fd79d09953,relatedConcept
tsk_4a57abb949889,trm_4a3fd79d0b043,relatedConcept
tsk_4a57abb949889,trm_4a3fd79d0b0c8,relatedConcept
tsk_4a57abb949889,trm_4a3fd79d09e1e,relatedConcept
trm_551b1b6f6a262,trm_551b1b6f6a262,isSelf
trm_551b1b6f6a262,trm_4a3fd79d09ab2,relatedConcept
trm_551b1460e89a3,trm_551b1460e89a3,isSelf
trm_551b1460e89a3,trm_4a3fd79d09ab2,relatedConcept
trm_4f240e7f989f8,trm_4f240e7f989f8,isSelf
trm_4f240e7f989f8,trm_4a3fd79d09ab2,relatedConcept
trm_525d847e2bd0b,trm_525d847e2bd0b,isSelf
trm_525d847e2bd0b,trm_4a3fd79d0a769,relatedConcept
trm_525d847e2bd0b,trm_4f4511e519b53,relatedConcept
trm_525d847e2bd0b,trm_525d8f3ed78a2,relatedConcept
trm_525d847e2bd0b,trm_4a3fd79d098e0,relatedConcept
trm_525d847e2bd0b,trm_52068e5bd9aa1,relatedConcept
trm_525d847e2bd0b,trm_525d8e198e0da,relatedConcept
trm_525d847e2bd0b,trm_523e034f9e69a,relatedConcept
trm_525d847e2bd0b,trm_525d8cd1c9cc3,relatedConcept
trm_525d847e2bd0b,trm_523e0419ec219,relatedConcept
trm_525d847e2bd0b,trm_5159c70d0e98e,relatedConcept
trm_525d847e2bd0b,trm_523c7c13bc55f,relatedConcept
trm_525d847e2bd0b,trm_525d8b8908809,relatedConcept
trm_525d847e2bd0b,trm_4a3fd79d0b59b,relatedConcept
trm_525d847e2bd0b,trm_4a3fd79d09ab2,relatedConcept
trm_525d847e2bd0b,trm_4a3fd79d0b7f4,relatedConcept
trm_525d847e2bd0b,trm_4a3fd79d0b247,relatedConcept
trm_4da891a546d8c,trm_4da891a546d8c,isSelf
trm_4da891a546d8c,trm_52068e5bd9aa1,relatedConcept
trm_4da891a546d8c,trm_4f4511e519b53,relatedConcept
trm_4da891a546d8c,trm_4a3fd79d0b154,relatedConcept
trm_4da891a546d8c,trm_4a3fd79d09d9e,relatedConcept
trm_4da891a546d8c,trm_4a3fd79d0a775,relatedConcept
trm_4da891a546d8c,trm_4a3fd79d0b67d,relatedConcept
trm_51d6fe3f3942f,trm_51d6fe3f3942f,isSelf
trm_51d6fe3f3942f,trm_4a3fd79d0b5fb,relatedConcept
trm_51d6fe3f3942f,trm_4f4511e519b53,relatedConcept
trm_51d6fe3f3942f,trm_4a3fd79d0b13d,relatedConcept
trm_51d6fe3f3942f,trm_4a3fd79d0b5ef,relatedConcept
trm_51d6fe3f3942f,trm_4a3fd79d09d9e,relatedConcept
trm_4f244d2a54e27,trm_4f244d2a54e27,isSelf
trm_4f244d2a54e27,trm_4ff1fc04e22e8,relatedConcept
trm_4f244d2a54e27,trm_4a3fd79d09b10,relatedConcept
trm_4c40d2a93ea15,trm_4c40d2a93ea15,isSelf
trm_4c40d2a93ea15,trm_551f0f822d95e,relatedConcept
trm_4c40d2a93ea15,trm_4a3fd79d0ba0d,relatedConcept
trm_4c40d2a93ea15,trm_551f0d8c69a13,relatedConcept
trm_4c40d2a93ea15,trm_4aae62e4ad209,relatedConcept
trm_4c40d2a93ea15,trm_4a3fd79d0b311,relatedConcept
trm_515495b718cd6,trm_515495b718cd6,isSelf
trm_515495b718cd6,trm_4a3fd79d0b311,relatedConcept
trm_515495b718cd6,trm_4aae62e4ad209,relatedConcept
tsk_4a57abb94989b,tsk_4a57abb94989b,isSelf
tsk_4a57abb94989b,trm_4a3fd79d0b457,relatedConcept
trm_4a3fd79d09b6d,trm_4a3fd79d09b6d,isSelf
trm_4a3fd79d09b6d,trm_4a3fd79d0b4b5,relatedConcept
trm_4a3fd79d09b6d,trm_4ff36d79c26c6,relatedConcept
trm_4a3fd79d09b6d,trm_4feb44e5ae25b,relatedConcept
trm_4d559bcd67c18,trm_4d559bcd67c18,isSelf
trm_4d559bcd67c18,trm_567982752ff4a,relatedConcept
trm_4d559bcd67c18,trm_4a3fd79d0afcf,relatedConcept
trm_4d559bcd67c18,trm_5534111a8bc96,relatedConcept
trm_4d559bcd67c18,trm_557b48a224b95,relatedConcept
trm_4d559bcd67c18,trm_557b4a81a4a17,relatedConcept
trm_4d559bcd67c18,trm_4a3fd79d0b64e,relatedConcept
trm_4d559bcd67c18,trm_4a3fd79d0b642,relatedConcept
trm_4d559bcd67c18,trm_4a3fd79d0a33b,relatedConcept
trm_4d559bcd67c18,trm_557b4a7315f1b,relatedConcept
trm_4d559bcd67c18,trm_4a3fd79d0af71,relatedConcept
trm_4d559bcd67c18,trm_557b4b56de455,relatedConcept
trm_4d559bcd67c18,trm_557b4add1837e,relatedConcept
trm_55a6a8e81b7f4,trm_55a6a8e81b7f4,isSelf
trm_523e10cad0ce6,trm_523e10cad0ce6,isSelf
trm_523e10cad0ce6,trm_4a3fd79d09d35,relatedConcept
trm_553e77887abc7,trm_553e77887abc7,isSelf
trm_553e77887abc7,trm_559f09a5cdca9,relatedConcept
trm_523f58d91f2c0,trm_523f58d91f2c0,isSelf
trm_523f58d91f2c0,trm_4a3fd79d0b4b5,relatedConcept
trm_523f58d91f2c0,trm_4a3fd79d0a972,relatedConcept
trm_56a9137d9dce1,trm_56a9137d9dce1,isSelf
trm_4d54b8361e93e,trm_4d54b8361e93e,isSelf
